State,Year,Type,Count,Clean
Colorado,2020,Electric (EV),24700,1
Colorado,2020,Plug-In Hybrid Electric (PHEV),10800,1
Colorado,2020,Hybrid Electric (HEV),96500,1
Colorado,2020,Biodiesel,0,1
Colorado,2020,Ethanol/Flex (E85),447000,1
Colorado,2020,Compressed Natural Gas (CNG),11400,1
Colorado,2020,Propane,0,1
Colorado,2020,Hydrogen,0,1
Colorado,2020,Methanol,0,1
Colorado,2020,Gasoline,4263300,0
Colorado,2020,Diesel,249700,0
Colorado,2020,Unknown Fuel,89600,0
Connecticut,2020,Electric (EV),9000,1
Connecticut,2020,Plug-In Hybrid Electric (PHEV),6200,1
Connecticut,2020,Hybrid Electric (HEV),49600,1
Connecticut,2020,Biodiesel,0,1
Connecticut,2020,Ethanol/Flex (E85),199300,1
Connecticut,2020,Compressed Natural Gas (CNG),2000,1
Connecticut,2020,Propane,0,1
Connecticut,2020,Hydrogen,0,1
Connecticut,2020,Methanol,0,1
Connecticut,2020,Gasoline,2577600,0
Connecticut,2020,Diesel,53000,0
Connecticut,2020,Unknown Fuel,26100,0
Delaware,2020,Electric (EV),1900,1
Delaware,2020,Plug-In Hybrid Electric (PHEV),1500,1
Delaware,2020,Hybrid Electric (HEV),14800,1
Delaware,2020,Biodiesel,0,1
Delaware,2020,Ethanol/Flex (E85),89700,1
Delaware,2020,Compressed Natural Gas (CNG),1000,1
Delaware,2020,Propane,0,1
Delaware,2020,Hydrogen,0,1
Delaware,2020,Methanol,0,1
Delaware,2020,Gasoline,780600,0
Delaware,2020,Diesel,17900,0
Delaware,2020,Unknown Fuel,6600,0
District of Columbia,2020,Electric (EV),2400,1
District of Columbia,2020,Plug-In Hybrid Electric (PHEV),1600,1
District of Columbia,2020,Hybrid Electric (HEV),14300,1
District of Columbia,2020,Biodiesel,0,1
District of Columbia,2020,Ethanol/Flex (E85),21900,1
District of Columbia,2020,Compressed Natural Gas (CNG),200,1
District of Columbia,2020,Propane,0,1
District of Columbia,2020,Hydrogen,0,1
District of Columbia,2020,Methanol,0,1
District of Columbia,2020,Gasoline,274400,0
District of Columbia,2020,Diesel,2300,0
District of Columbia,2020,Unknown Fuel,1200,0
Florida,2020,Electric (EV),58200,1
Florida,2020,Plug-In Hybrid Electric (PHEV),22400,1
Florida,2020,Hybrid Electric (HEV),248500,1
Florida,2020,Biodiesel,0,1
Florida,2020,Ethanol/Flex (E85),1513000,1
Florida,2020,Compressed Natural Gas (CNG),13100,1
Florida,2020,Propane,0,1
Florida,2020,Hydrogen,0,1
Florida,2020,Methanol,0,1
Florida,2020,Gasoline,14925500,0
Florida,2020,Diesel,433700,0
Florida,2020,Unknown Fuel,127300,0
Georgia,2020,Electric (EV),23500,1
Georgia,2020,Plug-In Hybrid Electric (PHEV),9400,1
Georgia,2020,Hybrid Electric (HEV),109000,1
Georgia,2020,Biodiesel,0,1
Georgia,2020,Ethanol/Flex (E85),919400,1
Georgia,2020,Compressed Natural Gas (CNG),21000,1
Georgia,2020,Propane,0,1
Georgia,2020,Hydrogen,0,1
Georgia,2020,Methanol,0,1
Georgia,2020,Gasoline,7665100,0
Georgia,2020,Diesel,252800,0
Georgia,2020,Unknown Fuel,97600,0
Hawaii,2020,Electric (EV),10700,1
Hawaii,2020,Plug-In Hybrid Electric (PHEV),3200,1
Hawaii,2020,Hybrid Electric (HEV),26400,1
Hawaii,2020,Biodiesel,0,1
Hawaii,2020,Ethanol/Flex (E85),52700,1
Hawaii,2020,Compressed Natural Gas (CNG),900,1
Hawaii,2020,Propane,0,1
Hawaii,2020,Hydrogen,100,1
Hawaii,2020,Methanol,0,1
Hawaii,2020,Gasoline,948300,0
Hawaii,2020,Diesel,18000,0
Hawaii,2020,Unknown Fuel,6000,0
Idaho,2020,Electric (EV),2300,1
Idaho,2020,Plug-In Hybrid Electric (PHEV),1700,1
Idaho,2020,Hybrid Electric (HEV),24900,1
Idaho,2020,Biodiesel,0,1
Idaho,2020,Ethanol/Flex (E85),156300,1
Idaho,2020,Compressed Natural Gas (CNG),9900,1
Idaho,2020,Propane,0,1
Idaho,2020,Hydrogen,0,1
Idaho,2020,Methanol,0,1
Idaho,2020,Gasoline,1480700,0
Idaho,2020,Diesel,155700,0
Idaho,2020,Unknown Fuel,26900,0
Illinois,2020,Electric (EV),26000,1
Illinois,2020,Plug-In Hybrid Electric (PHEV),13000,1
Illinois,2020,Hybrid Electric (HEV),190600,1
Illinois,2020,Biodiesel,0,1
Illinois,2020,Ethanol/Flex (E85),1154700,1
Illinois,2020,Compressed Natural Gas (CNG),12100,1
Illinois,2020,Propane,0,1
Illinois,2020,Hydrogen,0,1
Illinois,2020,Methanol,0,1
Illinois,2020,Gasoline,8533600,0
Illinois,2020,Diesel,213600,0
Illinois,2020,Unknown Fuel,90600,0
Indiana,2020,Electric (EV),7000,1
Indiana,2020,Plug-In Hybrid Electric (PHEV),5300,1
Indiana,2020,Hybrid Electric (HEV),75300,1
Indiana,2020,Biodiesel,0,1
Indiana,2020,Ethanol/Flex (E85),774400,1
Indiana,2020,Compressed Natural Gas (CNG),13400,1
Indiana,2020,Propane,0,1
Indiana,2020,Hydrogen,0,1
Indiana,2020,Methanol,0,1
Indiana,2020,Gasoline,4916700,0
Indiana,2020,Diesel,183700,0
Indiana,2020,Unknown Fuel,70300,0
Iowa,2020,Electric (EV),2300,1
Iowa,2020,Plug-In Hybrid Electric (PHEV),2600,1
Iowa,2020,Hybrid Electric (HEV),36400,1
Iowa,2020,Biodiesel,0,1
Iowa,2020,Ethanol/Flex (E85),459900,1
Iowa,2020,Compressed Natural Gas (CNG),9500,1
Iowa,2020,Propane,0,1
Iowa,2020,Hydrogen,0,1
Iowa,2020,Methanol,0,1
Iowa,2020,Gasoline,2402200,0
Iowa,2020,Diesel,125300,0
Iowa,2020,Unknown Fuel,69100,0
Kansas,2020,Electric (EV),3100,1
Kansas,2020,Plug-In Hybrid Electric (PHEV),2400,1
Kansas,2020,Hybrid Electric (HEV),34000,1
Kansas,2020,Biodiesel,0,1
Kansas,2020,Ethanol/Flex (E85),324700,1
Kansas,2020,Compressed Natural Gas (CNG),10600,1
Kansas,2020,Propane,0,1
Kansas,2020,Hydrogen,0,1
Kansas,2020,Methanol,0,1
Kansas,2020,Gasoline,2086800,0
Kansas,2020,Diesel,102900,0
Kansas,2020,Unknown Fuel,27700,0
Kentucky,2020,Electric (EV),2600,1
Kentucky,2020,Plug-In Hybrid Electric (PHEV),2100,1
Kentucky,2020,Hybrid Electric (HEV),41300,1
Kentucky,2020,Biodiesel,0,1
Kentucky,2020,Ethanol/Flex (E85),458800,1
Kentucky,2020,Compressed Natural Gas (CNG),10900,1
Kentucky,2020,Propane,0,1
Kentucky,2020,Hydrogen,0,1
Kentucky,2020,Methanol,0,1
Kentucky,2020,Gasoline,3281300,0
Kentucky,2020,Diesel,133700,0
Kentucky,2020,Unknown Fuel,36500,0
Louisiana,2020,Electric (EV),2000,1
Louisiana,2020,Plug-In Hybrid Electric (PHEV),1200,1
Louisiana,2020,Hybrid Electric (HEV),21600,1
Louisiana,2020,Biodiesel,0,1
Louisiana,2020,Ethanol/Flex (E85),556600,1
Louisiana,2020,Compressed Natural Gas (CNG),7700,1
Louisiana,2020,Propane,0,1
Louisiana,2020,Hydrogen,0,1
Louisiana,2020,Methanol,0,1
Louisiana,2020,Gasoline,3039100,0
Louisiana,2020,Diesel,164900,0
Louisiana,2020,Unknown Fuel,28000,0
Maine,2020,Electric (EV),1900,1
Maine,2020,Plug-In Hybrid Electric (PHEV),2800,1
Maine,2020,Hybrid Electric (HEV),22400,1
Maine,2020,Biodiesel,0,1
Maine,2020,Ethanol/Flex (E85),148500,1
Maine,2020,Compressed Natural Gas (CNG),1200,1
Maine,2020,Propane,0,1
Maine,2020,Hydrogen,0,1
Maine,2020,Methanol,0,1
Maine,2020,Gasoline,1001700,0
Maine,2020,Diesel,34600,0
Maine,2020,Unknown Fuel,10900,0
Maryland,2020,Electric (EV),18000,1
Maryland,2020,Plug-In Hybrid Electric (PHEV),11900,1
Maryland,2020,Hybrid Electric (HEV),109700,1
Maryland,2020,Biodiesel,0,1
Maryland,2020,Ethanol/Flex (E85),406600,1
Maryland,2020,Compressed Natural Gas (CNG),4100,1
Maryland,2020,Propane,0,1
Maryland,2020,Hydrogen,0,1
Maryland,2020,Methanol,0,1
Maryland,2020,Gasoline,4136000,0
Maryland,2020,Diesel,111700,0
Maryland,2020,Unknown Fuel,37900,0
Massachusetts,2020,Electric (EV),21000,1
Massachusetts,2020,Plug-In Hybrid Electric (PHEV),15600,1
Massachusetts,2020,Hybrid Electric (HEV),122600,1
Massachusetts,2020,Biodiesel,0,1
Massachusetts,2020,Ethanol/Flex (E85),418900,1
Massachusetts,2020,Compressed Natural Gas (CNG),2100,1
Massachusetts,2020,Propane,0,1
Massachusetts,2020,Hydrogen,0,1
Massachusetts,2020,Methanol,0,1
Massachusetts,2020,Gasoline,4697000,0
Massachusetts,2020,Diesel,75500,0
Massachusetts,2020,Unknown Fuel,36800,0
Michigan,2020,Electric (EV),10600,1
Michigan,2020,Plug-In Hybrid Electric (PHEV),12500,1
Michigan,2020,Hybrid Electric (HEV),93400,1
Michigan,2020,Biodiesel,0,1
Michigan,2020,Ethanol/Flex (E85),1348900,1
Michigan,2020,Compressed Natural Gas (CNG),11200,1
Michigan,2020,Propane,0,1
Michigan,2020,Hydrogen,0,1
Michigan,2020,Methanol,0,1
Michigan,2020,Gasoline,6728600,0
Michigan,2020,Diesel,217400,0
Michigan,2020,Unknown Fuel,62100,0
Minnesota,2020,Electric (EV),10400,1
Minnesota,2020,Plug-In Hybrid Electric (PHEV),6700,1
Minnesota,2020,Hybrid Electric (HEV),83800,1
Minnesota,2020,Biodiesel,0,1
Minnesota,2020,Ethanol/Flex (E85),722800,1
Minnesota,2020,Compressed Natural Gas (CNG),9100,1
Minnesota,2020,Propane,0,1
Minnesota,2020,Hydrogen,0,1
Minnesota,2020,Methanol,0,1
Minnesota,2020,Gasoline,4162400,0
Minnesota,2020,Diesel,161700,0
Minnesota,2020,Unknown Fuel,43000,0
Mississippi,2020,Electric (EV),800,1
Mississippi,2020,Plug-In Hybrid Electric (PHEV),700,1
Mississippi,2020,Hybrid Electric (HEV),15800,1
Mississippi,2020,Biodiesel,0,1
Mississippi,2020,Ethanol/Flex (E85),381000,1
Mississippi,2020,Compressed Natural Gas (CNG),5000,1
Mississippi,2020,Propane,0,1
Mississippi,2020,Hydrogen,0,1
Mississippi,2020,Methanol,0,1
Mississippi,2020,Gasoline,2197800,0
Mississippi,2020,Diesel,99600,0
Mississippi,2020,Unknown Fuel,13800,0
Missouri,2020,Electric (EV),6700,1
Missouri,2020,Plug-In Hybrid Electric (PHEV),5300,1
Missouri,2020,Hybrid Electric (HEV),77600,1
Missouri,2020,Biodiesel,0,1
Missouri,2020,Ethanol/Flex (E85),744100,1
Missouri,2020,Compressed Natural Gas (CNG),14000,1
Missouri,2020,Propane,0,1
Missouri,2020,Hydrogen,0,1
Missouri,2020,Methanol,0,1
Missouri,2020,Gasoline,4442300,0
Missouri,2020,Diesel,212200,0
Missouri,2020,Unknown Fuel,52100,0
Montana,2020,Electric (EV),900,1
Montana,2020,Plug-In Hybrid Electric (PHEV),600,1
Montana,2020,Hybrid Electric (HEV),11200,1
Montana,2020,Biodiesel,0,1
Montana,2020,Ethanol/Flex (E85),130600,1
Montana,2020,Compressed Natural Gas (CNG),3600,1
Montana,2020,Propane,0,1
Montana,2020,Hydrogen,0,1
Montana,2020,Methanol,0,1
Montana,2020,Gasoline,714000,0
Montana,2020,Diesel,93100,0
Montana,2020,Unknown Fuel,16400,0
Nebraska,2020,Electric (EV),1800,1
Nebraska,2020,Plug-In Hybrid Electric (PHEV),1300,1
Nebraska,2020,Hybrid Electric (HEV),20200,1
Nebraska,2020,Biodiesel,0,1
Nebraska,2020,Ethanol/Flex (E85),262800,1
Nebraska,2020,Compressed Natural Gas (CNG),7200,1
Nebraska,2020,Propane,0,1
Nebraska,2020,Hydrogen,0,1
Nebraska,2020,Methanol,0,1
Nebraska,2020,Gasoline,1482500,0
Nebraska,2020,Diesel,90400,0
Nebraska,2020,Unknown Fuel,31700,0
Nevada,2020,Electric (EV),11000,1
Nevada,2020,Plug-In Hybrid Electric (PHEV),4200,1
Nevada,2020,Hybrid Electric (HEV),42900,1
Nevada,2020,Biodiesel,0,1
Nevada,2020,Ethanol/Flex (E85),183700,1
Nevada,2020,Compressed Natural Gas (CNG),5100,1
Nevada,2020,Propane,0,1
Nevada,2020,Hydrogen,0,1
Nevada,2020,Methanol,0,1
Nevada,2020,Gasoline,2036400,0
Nevada,2020,Diesel,99100,0
Nevada,2020,Unknown Fuel,28900,0
New Hampshire,2020,Electric (EV),2700,1
New Hampshire,2020,Plug-In Hybrid Electric (PHEV),2500,1
New Hampshire,2020,Hybrid Electric (HEV),23300,1
New Hampshire,2020,Biodiesel,0,1
New Hampshire,2020,Ethanol/Flex (E85),135900,1
New Hampshire,2020,Compressed Natural Gas (CNG),1200,1
New Hampshire,2020,Propane,0,1
New Hampshire,2020,Hydrogen,0,1
New Hampshire,2020,Methanol,0,1
New Hampshire,2020,Gasoline,1159600,0
New Hampshire,2020,Diesel,37600,0
New Hampshire,2020,Unknown Fuel,15800,0
New Jersey,2020,Electric (EV),30400,1
New Jersey,2020,Plug-In Hybrid Electric (PHEV),12800,1
New Jersey,2020,Hybrid Electric (HEV),104600,1
New Jersey,2020,Biodiesel,0,1
New Jersey,2020,Ethanol/Flex (E85),548400,1
New Jersey,2020,Compressed Natural Gas (CNG),2900,1
New Jersey,2020,Propane,0,1
New Jersey,2020,Hydrogen,0,1
New Jersey,2020,Methanol,0,1
New Jersey,2020,Gasoline,6227300,0
New Jersey,2020,Diesel,106700,0
New Jersey,2020,Unknown Fuel,47000,0
New Mexico,2020,Electric (EV),2600,1
New Mexico,2020,Plug-In Hybrid Electric (PHEV),1900,1
New Mexico,2020,Hybrid Electric (HEV),28500,1
New Mexico,2020,Biodiesel,0,1
New Mexico,2020,Ethanol/Flex (E85),197900,1
New Mexico,2020,Compressed Natural Gas (CNG),6000,1
New Mexico,2020,Propane,0,1
New Mexico,2020,Hydrogen,0,1
New Mexico,2020,Methanol,0,1
New Mexico,2020,Gasoline,1490700,0
New Mexico,2020,Diesel,108100,0
New Mexico,2020,Unknown Fuel,30300,0
New York,2020,Electric (EV),32600,1
New York,2020,Plug-In Hybrid Electric (PHEV),32600,1
New York,2020,Hybrid Electric (HEV),192700,1
New York,2020,Biodiesel,0,1
New York,2020,Ethanol/Flex (E85),1020500,1
New York,2020,Compressed Natural Gas (CNG),6200,1
New York,2020,Propane,0,1
New York,2020,Hydrogen,0,1
New York,2020,Methanol,0,1
New York,2020,Gasoline,9890800,0
New York,2020,Diesel,189900,0
New York,2020,Unknown Fuel,102600,0
North Carolina,2020,Electric (EV),16200,1
North Carolina,2020,Plug-In Hybrid Electric (PHEV),9300,1
North Carolina,2020,Hybrid Electric (HEV),133400,1
North Carolina,2020,Biodiesel,0,1
North Carolina,2020,Ethanol/Flex (E85),878800,1
North Carolina,2020,Compressed Natural Gas (CNG),19700,1
North Carolina,2020,Propane,0,1
North Carolina,2020,Hydrogen,0,1
North Carolina,2020,Methanol,0,1
North Carolina,2020,Gasoline,7376600,0
North Carolina,2020,Diesel,256300,0
North Carolina,2020,Unknown Fuel,93400,0
North Dakota,2020,Electric (EV),200,1
North Dakota,2020,Plug-In Hybrid Electric (PHEV),300,1
North Dakota,2020,Hybrid Electric (HEV),4400,1
North Dakota,2020,Biodiesel,0,1
North Dakota,2020,Ethanol/Flex (E85),135600,1
North Dakota,2020,Compressed Natural Gas (CNG),3700,1
North Dakota,2020,Propane,0,1
North Dakota,2020,Hydrogen,0,1
North Dakota,2020,Methanol,0,1
North Dakota,2020,Gasoline,567200,0
North Dakota,2020,Diesel,57700,0
North Dakota,2020,Unknown Fuel,12500,0
Ohio,2020,Electric (EV),14500,1
Ohio,2020,Plug-In Hybrid Electric (PHEV),9500,1
Ohio,2020,Hybrid Electric (HEV),124100,1
Ohio,2020,Biodiesel,0,1
Ohio,2020,Ethanol/Flex (E85),1153500,1
Ohio,2020,Compressed Natural Gas (CNG),14100,1
Ohio,2020,Propane,0,1
Ohio,2020,Hydrogen,0,1
Ohio,2020,Methanol,0,1
Ohio,2020,Gasoline,8690900,0
Ohio,2020,Diesel,240900,0
Ohio,2020,Unknown Fuel,88900,0
Oklahoma,2020,Electric (EV),3400,1
Oklahoma,2020,Plug-In Hybrid Electric (PHEV),1800,1
Oklahoma,2020,Hybrid Electric (HEV),30100,1
Oklahoma,2020,Biodiesel,0,1
Oklahoma,2020,Ethanol/Flex (E85),574100,1
Oklahoma,2020,Compressed Natural Gas (CNG),14800,1
Oklahoma,2020,Propane,0,1
Oklahoma,2020,Hydrogen,0,1
Oklahoma,2020,Methanol,0,1
Oklahoma,2020,Gasoline,3126100,0
Oklahoma,2020,Diesel,190800,0
Oklahoma,2020,Unknown Fuel,60600,0
Oregon,2020,Electric (EV),22800,1
Oregon,2020,Plug-In Hybrid Electric (PHEV),11800,1
Oregon,2020,Hybrid Electric (HEV),106100,1
Oregon,2020,Biodiesel,0,1
Oregon,2020,Ethanol/Flex (E85),222000,1
Oregon,2020,Compressed Natural Gas (CNG),10900,1
Oregon,2020,Propane,0,1
Oregon,2020,Hydrogen,0,1
Oregon,2020,Methanol,0,1
Oregon,2020,Gasoline,2990200,0
Oregon,2020,Diesel,246200,0
Oregon,2020,Unknown Fuel,82600,0
Pennsylvania,2020,Electric (EV),17500,1
Pennsylvania,2020,Plug-In Hybrid Electric (PHEV),12800,1
Pennsylvania,2020,Hybrid Electric (HEV),140800,1
Pennsylvania,2020,Biodiesel,0,1
Pennsylvania,2020,Ethanol/Flex (E85),953200,1
Pennsylvania,2020,Compressed Natural Gas (CNG),9600,1
Pennsylvania,2020,Propane,0,1
Pennsylvania,2020,Hydrogen,0,1
Pennsylvania,2020,Methanol,0,1
Pennsylvania,2020,Gasoline,8781500,0
Pennsylvania,2020,Diesel,241000,0
Pennsylvania,2020,Unknown Fuel,69500,0
Rhode Island,2020,Electric (EV),1600,1
Rhode Island,2020,Plug-In Hybrid Electric (PHEV),1600,1
Rhode Island,2020,Hybrid Electric (HEV),14100,1
Rhode Island,2020,Biodiesel,0,1
Rhode Island,2020,Ethanol/Flex (E85),59100,1
Rhode Island,2020,Compressed Natural Gas (CNG),500,1
Rhode Island,2020,Propane,0,1
Rhode Island,2020,Hydrogen,0,1
Rhode Island,2020,Methanol,0,1
Rhode Island,2020,Gasoline,785400,0
Rhode Island,2020,Diesel,13300,0
Rhode Island,2020,Unknown Fuel,7500,0
South Carolina,2020,Electric (EV),4400,1
South Carolina,2020,Plug-In Hybrid Electric (PHEV),3000,1
South Carolina,2020,Hybrid Electric (HEV),49700,1
South Carolina,2020,Biodiesel,0,1
South Carolina,2020,Ethanol/Flex (E85),515600,1
South Carolina,2020,Compressed Natural Gas (CNG),12200,1
South Carolina,2020,Propane,0,1
South Carolina,2020,Hydrogen,0,1
South Carolina,2020,Methanol,0,1
South Carolina,2020,Gasoline,4004100,0
South Carolina,2020,Diesel,127200,0
South Carolina,2020,Unknown Fuel,56200,0
South Dakota,2020,Electric (EV),400,1
South Dakota,2020,Plug-In Hybrid Electric (PHEV),500,1
South Dakota,2020,Hybrid Electric (HEV),7200,1
South Dakota,2020,Biodiesel,0,1
South Dakota,2020,Ethanol/Flex (E85),139400,1
South Dakota,2020,Compressed Natural Gas (CNG),4100,1
South Dakota,2020,Propane,0,1
South Dakota,2020,Hydrogen,0,1
South Dakota,2020,Methanol,0,1
South Dakota,2020,Gasoline,688400,0
South Dakota,2020,Diesel,65500,0
South Dakota,2020,Unknown Fuel,19500,0
Tennessee,2020,Electric (EV),7800,1
Tennessee,2020,Plug-In Hybrid Electric (PHEV),4300,1
Tennessee,2020,Hybrid Electric (HEV),68700,1
Tennessee,2020,Biodiesel,0,1
Tennessee,2020,Ethanol/Flex (E85),638600,1
Tennessee,2020,Compressed Natural Gas (CNG),16500,1
Tennessee,2020,Propane,0,1
Tennessee,2020,Hydrogen,0,1
Tennessee,2020,Methanol,0,1
Tennessee,2020,Gasoline,5218400,0
Tennessee,2020,Diesel,181600,0
Tennessee,2020,Unknown Fuel,50900,0
Texas,2020,Electric (EV),52200,1
Texas,2020,Plug-In Hybrid Electric (PHEV),20400,1
Texas,2020,Hybrid Electric (HEV),262300,1
Texas,2020,Biodiesel,0,1
Texas,2020,Ethanol/Flex (E85),3250000,1
Texas,2020,Compressed Natural Gas (CNG),43600,1
Texas,2020,Propane,0,1
Texas,2020,Hydrogen,100,1
Texas,2020,Methanol,0,1
Texas,2020,Gasoline,19609700,0
Texas,2020,Diesel,1107000,0
Texas,2020,Unknown Fuel,163600,0
Utah,2020,Electric (EV),11200,1
Utah,2020,Plug-In Hybrid Electric (PHEV),5200,1
Utah,2020,Hybrid Electric (HEV),49800,1
Utah,2020,Biodiesel,0,1
Utah,2020,Ethanol/Flex (E85),231700,1
Utah,2020,Compressed Natural Gas (CNG),8700,1
Utah,2020,Propane,0,1
Utah,2020,Hydrogen,0,1
Utah,2020,Methanol,0,1
Utah,2020,Gasoline,2346000,0
Utah,2020,Diesel,191400,0
Utah,2020,Unknown Fuel,35700,0
Vermont,2020,Electric (EV),2200,1
Vermont,2020,Plug-In Hybrid Electric (PHEV),2300,1
Vermont,2020,Hybrid Electric (HEV),13900,1
Vermont,2020,Biodiesel,0,1
Vermont,2020,Ethanol/Flex (E85),58800,1
Vermont,2020,Compressed Natural Gas (CNG),500,1
Vermont,2020,Propane,0,1
Vermont,2020,Hydrogen,0,1
Vermont,2020,Methanol,0,1
Vermont,2020,Gasoline,501000,0
Vermont,2020,Diesel,19700,0
Vermont,2020,Unknown Fuel,6800,0
Virginia,2020,Electric (EV),20500,1
Virginia,2020,Plug-In Hybrid Electric (PHEV),11200,1
Virginia,2020,Hybrid Electric (HEV),157800,1
Virginia,2020,Biodiesel,0,1
Virginia,2020,Ethanol/Flex (E85),618500,1
Virginia,2020,Compressed Natural Gas (CNG),12200,1
Virginia,2020,Propane,0,1
Virginia,2020,Hydrogen,0,1
Virginia,2020,Methanol,0,1
Virginia,2020,Gasoline,6646500,0
Virginia,2020,Diesel,183700,0
Virginia,2020,Unknown Fuel,46800,0
Washington,2020,Electric (EV),50500,1
Washington,2020,Plug-In Hybrid Electric (PHEV),18400,1
Washington,2020,Hybrid Electric (HEV),211300,1
Washington,2020,Biodiesel,0,1
Washington,2020,Ethanol/Flex (E85),424000,1
Washington,2020,Compressed Natural Gas (CNG),18700,1
Washington,2020,Propane,0,1
Washington,2020,Hydrogen,0,1
Washington,2020,Methanol,0,1
Washington,2020,Gasoline,5687600,0
Washington,2020,Diesel,326300,0
Washington,2020,Unknown Fuel,95300,0
West Virginia,2020,Electric (EV),600,1
West Virginia,2020,Plug-In Hybrid Electric (PHEV),700,1
West Virginia,2020,Hybrid Electric (HEV),11900,1
West Virginia,2020,Biodiesel,0,1
West Virginia,2020,Ethanol/Flex (E85),178200,1
West Virginia,2020,Compressed Natural Gas (CNG),2800,1
West Virginia,2020,Propane,0,1
West Virginia,2020,Hydrogen,0,1
West Virginia,2020,Methanol,0,1
West Virginia,2020,Gasoline,1216500,0
West Virginia,2020,Diesel,57800,0
West Virginia,2020,Unknown Fuel,14200,0
Wisconsin,2020,Electric (EV),6300,1
Wisconsin,2020,Plug-In Hybrid Electric (PHEV),5900,1
Wisconsin,2020,Hybrid Electric (HEV),82500,1
Wisconsin,2020,Biodiesel,0,1
Wisconsin,2020,Ethanol/Flex (E85),755700,1
Wisconsin,2020,Compressed Natural Gas (CNG),8700,1
Wisconsin,2020,Propane,0,1
Wisconsin,2020,Hydrogen,0,1
Wisconsin,2020,Methanol,0,1
Wisconsin,2020,Gasoline,4494600,0
Wisconsin,2020,Diesel,175200,0
Wisconsin,2020,Unknown Fuel,41900,0
Wyoming,2020,Electric (EV),300,1
Wyoming,2020,Plug-In Hybrid Electric (PHEV),300,1
Wyoming,2020,Hybrid Electric (HEV),4700,1
Wyoming,2020,Biodiesel,0,1
Wyoming,2020,Ethanol/Flex (E85),77100,1
Wyoming,2020,Compressed Natural Gas (CNG),3600,1
Wyoming,2020,Propane,0,1
Wyoming,2020,Hydrogen,0,1
Wyoming,2020,Methanol,0,1
Wyoming,2020,Gasoline,456200,0
Wyoming,2020,Diesel,77400,0
Wyoming,2020,Unknown Fuel,18700,0
Alabama,2021,Electric (EV),4700,1
Alabama,2021,Plug-In Hybrid Electric (PHEV),3300,1
Alabama,2021,Hybrid Electric (HEV),42500,1
Alabama,2021,Biodiesel,40500,1
Alabama,2021,Ethanol/Flex (E85),449500,1
Alabama,2021,Compressed Natural Gas (CNG),500,1
Alabama,2021,Propane,100,1
Alabama,2021,Hydrogen,0,1
Alabama,2021,Methanol,0,1
Alabama,2021,Gasoline,4051000,0
Alabama,2021,Diesel,123500,0
Alabama,2021,Unknown Fuel,32000,0
Alaska,2021,Electric (EV),1300,1
Alaska,2021,Plug-In Hybrid Electric (PHEV),500,1
Alaska,2021,Hybrid Electric (HEV),7300,1
Alaska,2021,Biodiesel,7600,1
Alaska,2021,Ethanol/Flex (E85),50100,1
Alaska,2021,Compressed Natural Gas (CNG),100,1
Alaska,2021,Propane,0,1
Alaska,2021,Hydrogen,0,1
Alaska,2021,Methanol,0,1
Alaska,2021,Gasoline,464200,0
Alaska,2021,Diesel,31700,0
Alaska,2021,Unknown Fuel,6300,0
Arizona,2021,Electric (EV),40700,1
Arizona,2021,Plug-In Hybrid Electric (PHEV),15500,1
Arizona,2021,Hybrid Electric (HEV),132200,1
Arizona,2021,Biodiesel,51000,1
Arizona,2021,Ethanol/Flex (E85),460400,1
Arizona,2021,Compressed Natural Gas (CNG),900,1
Arizona,2021,Propane,900,1
Arizona,2021,Hydrogen,0,1
Arizona,2021,Methanol,0,1
Arizona,2021,Gasoline,5395300,0
Arizona,2021,Diesel,191800,0
Arizona,2021,Unknown Fuel,70500,0
Arkansas,2021,Electric (EV),2400,1
Arkansas,2021,Plug-In Hybrid Electric (PHEV),1800,1
Arkansas,2021,Hybrid Electric (HEV),26100,1
Arkansas,2021,Biodiesel,28700,1
Arkansas,2021,Ethanol/Flex (E85),290200,1
Arkansas,2021,Compressed Natural Gas (CNG),300,1
Arkansas,2021,Propane,0,1
Arkansas,2021,Hydrogen,0,1
Arkansas,2021,Methanol,0,1
Arkansas,2021,Gasoline,2241600,0
Arkansas,2021,Diesel,88800,0
Arkansas,2021,Unknown Fuel,11000,0
California,2021,Electric (EV),563100,1
California,2021,Plug-In Hybrid Electric (PHEV),315300,1
California,2021,Hybrid Electric (HEV),1355900,1
California,2021,Biodiesel,163600,1
California,2021,Ethanol/Flex (E85),1343200,1
California,2021,Compressed Natural Gas (CNG),12600,1
California,2021,Propane,1500,1
California,2021,Hydrogen,11800,1
California,2021,Methanol,0,1
California,2021,Gasoline,30512600,0
California,2021,Diesel,710500,0
California,2021,Unknown Fuel,10400,0
Colorado,2021,Electric (EV),37000,1
Colorado,2021,Plug-In Hybrid Electric (PHEV),16100,1
Colorado,2021,Hybrid Electric (HEV),113600,1
Colorado,2021,Biodiesel,53800,1
Colorado,2021,Ethanol/Flex (E85),346700,1
Colorado,2021,Compressed Natural Gas (CNG),600,1
Colorado,2021,Propane,100,1
Colorado,2021,Hydrogen,0,1
Colorado,2021,Methanol,0,1
Colorado,2021,Gasoline,4456600,0
Colorado,2021,Diesel,208400,0
Colorado,2021,Unknown Fuel,53500,0
Connecticut,2021,Electric (EV),13300,1
Connecticut,2021,Plug-In Hybrid Electric (PHEV),9200,1
